"route_id","datetime","zone_id","driver_id","latitude","longitude"
1480046,"2021-12-14 01:27:55",14332,1403684,1.36498418762107,103.830675443012
1480046,"2021-12-14 01:27:55",14332,1403684,1.36498418762107,103.830675443012
1480046,"2021-12-14 01:27:55",14332,1403684,1.36498418762107,103.830675443012
1480046,"2021-12-14 01:27:55",14332,1403684,1.36442565440064,103.831040496902
1480046,"2021-12-14 01:27:55",14332,1403684,1.36498418762107,103.830675443012
1480046,"2021-12-14 01:27:55",14332,1403684,1.36442565440064,103.831040496902
1480046,"2021-12-14 01:27:55",14332,1403684,1.36399761789813,103.832469611613
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36498418762107,103.830675443012
1480046,"2021-12-14 01:27:55",14332,1403684,1.36442565440064,103.831040496902
1480046,"2021-12-14 01:27:55",14332,1403684,1.36442565440064,103.831040496902
1480046,"2021-12-14 01:27:55",14332,1403684,1.36399761789813,103.832469611613
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36399761789813,103.832469611613
1480046,"2021-12-14 01:27:55",14332,1403684,1.36442565440064,103.831040496902
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36442565440064,103.831040496902
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36397655584873,103.831842833354
1480046,"2021-12-14 01:27:55",14332,1403684,1.36442565440064,103.831040496902
